 # i,    taui (ni),  alpha ;   j,    tauj  (nj),   beta  :   term  group   rij 
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 (-1, 2,-1) ] 1  :    65    6    7.486
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 (-1, 2,-1) ] 3  :    69    6    7.486
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 ( 1,-2, 0) ] 1  :    76    6    4.778
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 0,-2, 1) ] 3  :    85    6    7.486
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 1  :    89    6    5.763
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 3  :    93    6    5.763
   1  [    1 ( 0, 0, 0) ] 2    52  [    1 (-1,-1, 0) ] 3  :     5    7    8.523
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 1  :    12    7    7.486
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 3  :    16    7    7.486
   1  [    1 ( 0, 0, 0) ] 2    23  [    1 ( 0,-1,-1) ] 1  :    17    7    2.495
   1  [    1 ( 0, 0, 0) ] 2    50  [    1 ( 2, 0,-1) ] 3  :    32    7    7.486
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 (-2, 1, 0) ] 1  :    33    7    5.763
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 (-2, 1, 0) ] 3  :    37    7    5.763
   1  [    1 ( 0, 0, 0) ] 2    22  [    1 ( 2,-1,-1) ] 1  :    44    7    4.075
   1  [    1 ( 0, 0, 0) ] 2    54  [    1 (-1,-1, 2) ] 3  :    53    7    6.280
   1  [    1 ( 0, 0, 0) ] 2    21  [    1 (-1, 0, 2) ] 1  :    57    7    4.778
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 1  :    68    7    5.763
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 3  :    72    7    5.763
   1  [    1 ( 0, 0, 0) ] 2    24  [    1 (-1, 2, 0) ] 1  :    73    7    4.075
   1  [    1 ( 0, 0, 0) ] 2    56  [    1 ( 0, 2,-1) ] 3  :    88    7    6.280
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 0, 1,-2) ] 1  :    92    7    4.778
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 0, 1,-2) ] 3  :    96    7    4.778
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 (-1, 0,-1) ] 2  :     5    8    5.763
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 ( 1, 0, 1) ] 2  :     8    8    7.486
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 (-2, 1, 0) ] 2  :    17    8    5.763
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 2,-1, 0) ] 2  :    20    8    4.778
   1  [    1 ( 0, 0, 0) ] 2    40  [    1 (-1, 2,-1) ] 2  :    33    8    7.486
   1  [    1 ( 0, 0, 0) ] 2    35  [    1 ( 1,-2, 1) ] 2  :    36    8    5.763
   1  [    1 ( 0, 0, 0) ] 2    39  [    1 ( 0,-1, 2) ] 2  :    45    8    5.763
   1  [    1 ( 0, 0, 0) ] 2    36  [    1 ( 0, 1,-2) ] 2  :    48    8    4.778
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 2  :     5    9    4.075
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 2  :    13    9    4.778
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 2  :    25    9    4.778
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 2  :    41    9    4.778
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 2  :    49    9    7.486
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 2  :    69    9    7.058
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 2  :    73    9    7.058
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 2  :    93    9    4.075
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 1  :     5   10    4.075
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 1  :    13   10    4.778
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 3  :    25   10    4.778
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 3  :    41   10    4.778
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 3  :    49   10    7.486
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 1  :    69   10    7.058
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 3  :    73   10    7.058
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 1  :    93   10    4.075
   1  [    1 ( 0, 0, 0) ] 2    28  [    2 (-1,-1, 0) ] 3  :     5   11    4.075
   1  [    1 ( 0, 0, 0) ] 2    42  [    2 (-1,-1, 1) ] 3  :    21   11    4.778
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 1  :    37   11    2.495
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 3  :    41   11    2.495
   1  [    1 ( 0, 0, 0) ] 2    13  [    2 (-1, 0, 1) ] 1  :    57   11    4.778
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 1  :    69   11    4.075
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 3  :    73   11    4.075
   1  [    1 ( 0, 0, 0) ] 2    31  [    2 (-1, 1, 0) ] 1  :    89   11    4.778
   1  [    1 ( 0, 0, 0) ] 2    63  [    2 ( 0,-1,-1) ] 1  :   105   11    7.486
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 1  :   117   11    8.150
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 3  :   121   11    8.150
   1  [    1 ( 0, 0, 0) ] 2    60  [    2 ( 0, 1,-1) ] 3  :   133   11    7.058
   1  [    1 ( 0, 0, 0) ] 2    45  [    2 ( 1,-1,-1) ] 1  :   153   11    7.058
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 1  :   165   11    4.778
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 3  :   169   11    4.778
   1  [    1 ( 0, 0, 0) ] 2    10  [    2 ( 1, 0,-1) ] 3  :   181   11    4.075
   1  [    1 ( 0, 0, 0) ] 2    11  [    2 (-1, 0,-1) ] 2  :     9   12    2.495
   1  [    1 ( 0, 0, 0) ] 2    43  [    2 (-1, 1,-1) ] 2  :    17   12    4.075
   1  [    1 ( 0, 0, 0) ] 2    57  [    2 ( 0,-1, 1) ] 2  :    29   12    8.150
   1  [    1 ( 0, 0, 0) ] 2    25  [    2 ( 1,-1, 0) ] 2  :    41   12    4.778
   1  [    1 ( 0, 0, 0) ] 2     2  [    1 (-1,-1, 1) ] 2  :     5   13    2.495
   1  [    1 ( 0, 0, 0) ] 2     2  [    1 ( 1, 1,-1) ] 2  :     8   13    2.495
   1  [    1 ( 0, 0, 0) ] 2     5  [    1 (-1, 1, 1) ] 2  :    17   13    4.778
   1  [    1 ( 0, 0, 0) ] 2     5  [    1 ( 1,-1,-1) ] 2  :    20   13    4.778
   1  [    1 ( 0, 0, 0) ] 2     3  [    1 (-1, 1,-1) ] 2  :     5   14    7.486
   1  [    1 ( 0, 0, 0) ] 2     3  [    1 ( 1,-1, 1) ] 2  :     8   14    7.486
   1  [    1 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 2  :     5   15    4.075
   1  [    1 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 2  :     8   15    7.058
   1  [    1 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 2  :    13   15    6.280
   1  [    1 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 2  :    16   15    4.778
   1  [    1 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 1  :     4   16    5.763
   1  [    1 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 1  :     9   16    7.486
   1  [    1 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 1  :    20   16    7.058
   1  [    1 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 1  :    21   16    4.075
   1  [    1 ( 0, 0, 0) ] 2    37  [    1 (-1, 0, 1) ] 3  :    25   16    4.075
   1  [    1 ( 0, 0, 0) ] 2    34  [    1 ( 1, 0,-1) ] 3  :    32   16    7.058
   1  [    1 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 3  :    37   16    7.058
   1  [    1 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 3  :    48   16    8.523
   1  [    1 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 1  :    52   16    4.778
   1  [    1 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 1  :    53   16    6.280
   1  [    1 ( 0, 0, 0) ] 2    33  [    1 ( 0,-1, 0) ] 3  :    57   16    6.280
   1  [    1 ( 0, 0, 0) ] 2    38  [    1 ( 0, 1, 0) ] 3  :    64   16    4.778
   1  [    1 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 1  :    68   16    7.058
   1  [    1 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 1  :    73   16    4.778
   1  [    1 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 3  :    85   16    8.523
   1  [    1 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 3  :    96   16    8.150
   1  [    1 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 2  :     1   17    7.486
   1  [    1 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 2  :     4   17    5.763
   1  [    1 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 2  :    21   17    7.058
   1  [    1 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 2  :    24   17    8.523
   1  [    1 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 2  :    33   17    4.778
   1  [    1 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 2  :    36   17    7.058
   1  [    1 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 2  :    45   17    8.523
   1  [    1 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 2  :    48   17    8.150
   1  [    1 ( 0, 0, 0) ] 2    19  [    1 (-1, 0, 0) ] 3  :     1   18    7.486
   1  [    1 ( 0, 0, 0) ] 2    18  [    1 ( 1, 0, 0) ] 3  :     8   18    5.763
   1  [    1 ( 0, 0, 0) ] 2    49  [    1 ( 1,-1, 0) ] 1  :    20   18    8.523
   1  [    1 ( 0, 0, 0) ] 2    55  [    1 (-1, 1, 0) ] 1  :    21   18    7.058
   1  [    1 ( 0, 0, 0) ] 2    17  [    1 ( 0,-1, 1) ] 3  :    33   18    4.778
   1  [    1 ( 0, 0, 0) ] 2    20  [    1 ( 0, 1,-1) ] 3  :    40   18    7.058
   1  [    1 ( 0, 0, 0) ] 2    53  [    1 ( 0, 0, 1) ] 1  :    44   18    8.150
   1  [    1 ( 0, 0, 0) ] 2    51  [    1 ( 0, 0,-1) ] 1  :    45   18    8.523
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 2  :     5   19    6.280
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 2  :    17   19    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 (-2, 0, 0) ] 2  :    25   19    6.280
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 2  :    45   19    4.778
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 2  :    57   19    4.075
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 0, 0,-2) ] 2  :    69   19    7.486
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 2  :    73   19    4.075
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 2  :    85   19    6.280
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 1  :     5   20    6.280
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 3  :    17   20    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 (-2, 0, 0) ] 3  :    25   20    6.280
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 1  :    45   20    4.778
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 3  :    57   20    4.075
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 0, 0,-2) ] 1  :    69   20    7.486
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 3  :    73   20    4.075
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 1  :    85   20    6.280
   1  [    1 ( 0, 0, 0) ] 2    29  [    2 ( 0, 0, 1) ] 3  :     5   21    6.280
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 1  :    21   21    5.763
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 3  :    25   21    5.763
   1  [    1 ( 0, 0, 0) ] 2    58  [    2 ( 1, 0, 0) ] 1  :    41   21    8.523
   1  [    1 ( 0, 0, 0) ] 2    44  [    2 (-2, 0, 0) ] 1  :    57   21    6.280
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 1  :    69   21    4.075
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 3  :    73   21    4.075
   1  [    1 ( 0, 0, 0) ] 2    15  [    2 (-2, 1, 0) ] 3  :    85   21    4.778
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 0,-2, 0) ] 1  :   101   21    5.763
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 0,-2, 0) ] 3  :   105   21    5.763
   1  [    1 ( 0, 0, 0) ] 2    26  [    2 ( 0,-2, 1) ] 1  :   121   21    4.075
   1  [    1 ( 0, 0, 0) ] 2    47  [    2 ( 0, 0,-2) ] 3  :   133   21    7.486
   1  [    1 ( 0, 0, 0) ] 2    12  [    2 ( 0, 1,-2) ] 1  :   153   21    4.075
   1  [    1 ( 0, 0, 0) ] 2    61  [    2 ( 1,-2, 0) ] 3  :   165   21    6.280
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 1  :   181   21    8.523
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 3  :   185   21    8.523
   1  [    1 ( 0, 0, 0) ] 2    14  [    2 ( 0, 1, 0) ] 2  :     5   22    5.763
   1  [    1 ( 0, 0, 0) ] 2    32  [    2 (-2, 0, 1) ] 2  :    17   22    4.075
   1  [    1 ( 0, 0, 0) ] 2    46  [    2 ( 0,-2, 0) ] 2  :    25   22    5.763
   1  [    1 ( 0, 0, 0) ] 2    64  [    2 ( 1, 0,-2) ] 2  :    45   22    8.523
   1  [    1 ( 0, 0, 0) ] 3     1  [    1 ( 0, 0, 0) ] 3  :     3    1    0.000
   1  [    1 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 3  :     5    2    4.075
   1  [    1 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 3  :    15    2    7.486
   1  [    1 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 3  :    27    2    4.778
   1  [    1 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 3  :    39    2    2.495
   1  [    1 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 1  :     9    3    4.075
   1  [    1 ( 0, 0, 0) ] 3    41  [    2 ( 0, 0, 0) ] 2  :    11    3    4.075
   1  [    1 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 1  :    29    3    7.486
   1  [    1 ( 0, 0, 0) ] 3    59  [    2 (-1, 0, 0) ] 2  :    33    3    7.486
   1  [    1 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 1  :    53    3    4.778
   1  [    1 ( 0, 0, 0) ] 3     9  [    2 ( 0,-1, 0) ] 2  :    57    3    4.778
   1  [    1 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 1  :    77    3    2.495
   1  [    1 ( 0, 0, 0) ] 3    27  [    2 ( 0, 0,-1) ] 2  :    81    3    2.495
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 (-1, 0,-1) ] 3  :    13    4    5.763
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 3  :    16    4    7.486
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 ( 0,-1,-1) ] 3  :    21    4    2.495
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 3  :    24    4    4.075
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 (-2, 1, 0) ] 3  :    37    4    5.763
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 3  :    40    4    4.778
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 (-2, 1, 1) ] 3  :    45    4    2.495
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 2,-1,-1) ] 3  :    48    4    4.075
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 3  :    61    4    4.778
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 ( 1, 0,-2) ] 3  :    64    4    4.075
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 (-1, 2,-1) ] 3  :    69    4    7.486
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 ( 1,-2, 1) ] 3  :    72    4    5.763
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 3  :    77    4    4.075
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 ( 1,-2, 0) ] 3  :    80    4    4.778
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 3  :    93    4    5.763
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 0, 1,-2) ] 3  :    96    4    4.778
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 1  :    12    5    7.486
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 (-1, 0,-1) ] 1  :    13    5    5.763
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 2  :    20    5    4.075
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 ( 0,-1,-1) ] 2  :    21    5    2.495
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 1  :    36    5    4.778
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 (-2, 1, 0) ] 1  :    37    5    5.763
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 2,-1,-1) ] 2  :    44    5    4.075
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 (-2, 1, 1) ] 2  :    45    5    2.495
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 ( 1, 0,-2) ] 2  :    60    5    4.075
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 2  :    61    5    4.778
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 ( 1,-2, 1) ] 1  :    68    5    5.763
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 (-1, 2,-1) ] 1  :    69    5    7.486
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 ( 1,-2, 0) ] 2  :    76    5    4.778
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 2  :    77    5    4.075
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 0, 1,-2) ] 1  :    92    5    4.778
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 1  :    93    5    5.763
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 (-1,-1, 0) ] 1  :     1    6    8.523
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 (-1,-1, 0) ] 2  :     5    6    8.523
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 ( 1, 0, 1) ] 2  :    16    6    7.486
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 0, 1, 1) ] 1  :    24    6    4.075
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 1  :    28    6    7.486
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 2  :    32    6    7.486
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 (-2, 1, 0) ] 2  :    37    6    5.763
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 (-2, 1, 1) ] 1  :    45    6    2.495
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 (-1,-1, 2) ] 1  :    49    6    6.280
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 (-1,-1, 2) ] 2  :    53    6    6.280
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 ( 1, 0,-2) ] 1  :    64    6    4.075
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 ( 1,-2, 1) ] 2  :    72    6    5.763
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 ( 1,-2, 0) ] 1  :    80    6    4.778
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 1  :    84    6    6.280
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 2  :    88    6    6.280
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 0, 1,-2) ] 2  :    96    6    4.778
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 1  :     4    7    6.280
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 2  :     8    7    6.280
   1  [    1 ( 0, 0, 0) ] 3    35  [    1 (-1, 0,-1) ] 2  :    13    7    5.763
   1  [    1 ( 0, 0, 0) ] 3    23  [    1 ( 0,-1,-1) ] 1  :    21    7    2.495
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 (-2, 0, 1) ] 1  :    25    7    6.280
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 (-2, 0, 1) ] 2  :    29    7    6.280
   1  [    1 ( 0, 0, 0) ] 3    36  [    1 ( 2,-1, 0) ] 2  :    40    7    4.778
   1  [    1 ( 0, 0, 0) ] 3    22  [    1 ( 2,-1,-1) ] 1  :    48    7    4.075
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 ( 1, 1,-2) ] 1  :    52    7    8.523
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 ( 1, 1,-2) ] 2  :    56    7    8.523
   1  [    1 ( 0, 0, 0) ] 3    21  [    1 (-1, 0, 2) ] 1  :    61    7    4.778
   1  [    1 ( 0, 0, 0) ] 3    40  [    1 (-1, 2,-1) ] 2  :    69    7    7.486
   1  [    1 ( 0, 0, 0) ] 3    24  [    1 (-1, 2, 0) ] 1  :    77    7    4.075
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 0,-2, 1) ] 1  :    81    7    7.486
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 0,-2, 1) ] 2  :    85    7    7.486
   1  [    1 ( 0, 0, 0) ] 3    39  [    1 ( 0,-1, 2) ] 2  :    93    7    5.763
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 (-1,-1, 0) ] 3  :     1    8    8.523
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 ( 1, 1, 0) ] 3  :     4    8    6.280
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 (-2, 0, 1) ] 3  :    13    8    6.280
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 2, 0,-1) ] 3  :    16    8    7.486
   1  [    1 ( 0, 0, 0) ] 3    54  [    1 (-1,-1, 2) ] 3  :    25    8    6.280
   1  [    1 ( 0, 0, 0) ] 3    52  [    1 ( 1, 1,-2) ] 3  :    28    8    8.523
   1  [    1 ( 0, 0, 0) ] 3    50  [    1 ( 0,-2, 1) ] 3  :    41    8    7.486
   1  [    1 ( 0, 0, 0) ] 3    56  [    1 ( 0, 2,-1) ] 3  :    44    8    6.280
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 3  :    21    9    2.495
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 3  :    29    9    4.778
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 3  :    37    9    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 3  :    45    9    4.778
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 3  :    53    9    7.486
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 3  :    61    9    8.150
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 3  :    77    9    7.058
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 3  :    85    9    4.778
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 1  :    21   10    2.495
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 2  :    29   10    4.778
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 1  :    37   10    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 2  :    45   10    4.778
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 2  :    53   10    7.486
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 1  :    61   10    8.150
   1  [    1 ( 0, 0, 0) ] 3    45  [    2 ( 1,-1,-1) ] 2  :    77   10    7.058
   1  [    1 ( 0, 0, 0) ] 3    25  [    2 ( 1,-1, 0) ] 1  :    85   10    4.778
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 1  :     9   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    28  [    2 (-1,-1, 0) ] 2  :    13   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 1  :    25   11    4.778
   1  [    1 ( 0, 0, 0) ] 3    42  [    2 (-1,-1, 1) ] 2  :    29   11    4.778
   1  [    1 ( 0, 0, 0) ] 3    11  [    2 (-1, 0,-1) ] 2  :    45   11    2.495
   1  [    1 ( 0, 0, 0) ] 3    13  [    2 (-1, 0, 1) ] 1  :    61   11    4.778
   1  [    1 ( 0, 0, 0) ] 3    43  [    2 (-1, 1,-1) ] 2  :    77   11    4.075
   1  [    1 ( 0, 0, 0) ] 3    31  [    2 (-1, 1, 0) ] 1  :    93   11    4.778
   1  [    1 ( 0, 0, 0) ] 3    63  [    2 ( 0,-1,-1) ] 1  :   109   11    7.486
   1  [    1 ( 0, 0, 0) ] 3    57  [    2 ( 0,-1, 1) ] 2  :   125   11    8.150
